run_id,seed,mode,guesser_model,secret_model,num_games,num_wins,judge_win_count,num_verified_wins,num_high_confidence,num_medium_confidence,num_leaked,num_false_correct,avg_win_score,avg_efficiency_score,avg_secret_reliability_score,avg_semantic_relevance_score,avg_canonical_coverage_score,avg_information_gain_score,avg_llm_judge_strategy,avg_llm_judge_question_quality,avg_llm_judge_logical_consistency,avg_llm_judge_secret_accuracy,avg_llm_judge_guesser_format,avg_layer3_score,judge_layer1_agreement,avg_hints_used,avg_web_searches_used,avg_tool_calls_used,avg_best_guess_sim,avg_secret_keeper_accuracy,verified_layer1_agreement,avg_diversity,energy_kwh,energy_per_game_wh,co2_g,co2_per_game_g,adjusted_co2_per_game_g
slurm-batch3938-seed9-4313,9,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,7,7,0,0,0,0,3,0.778,0.544,1.0,0.632,0.701,0.378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.444,0.0,1.444,0.42,1.0,0.222,0.2379,0.0,,0.0,,
slurm-batch3939-seed1-4319,1,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,3,3,2,2,0,0,0,0.333,0.189,1.0,0.647,0.614,0.211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.222,3.222,0.602,1.0,0.889,0.2273,0.0,,0.0,,
slurm-batch3939-seed10-4351,10,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,2,2,1,0,1,0,0,0.222,0.067,1.0,0.662,0.532,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.889,0.667,4.556,0.47,1.0,0.889,0.2322,0.0,,0.0,,
slurm-batch3939-seed2-4320,2,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,3,3,2,1,1,0,1,0.333,0.161,1.0,0.659,0.6,0.246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.667,0.222,3.889,0.535,1.0,0.889,0.2368,0.0,,0.0,,
slurm-batch3939-seed3-4326,3,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,2,2,1,0,1,0,0,0.222,0.117,1.0,0.662,0.57,0.258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.889,0.667,4.556,0.572,1.0,0.889,0.2384,0.0,,0.0,,
slurm-batch3939-seed4-4327,4,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,2,2,2,1,1,0,0,0.222,0.156,1.0,0.645,0.565,0.245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.444,3.444,0.456,1.0,1.0,0.2259,0.0,,0.0,,
slurm-batch3939-seed5-4331,5,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,1,1,1,0,1,0,0,0.111,0.072,1.0,0.639,0.609,0.285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.556,0.444,4.0,0.41,1.0,1.0,0.2347,0.0,,0.0,,
slurm-batch3939-seed6-4332,6,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,2,2,2,1,1,0,0,0.222,0.067,1.0,0.646,0.543,0.283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.889,0.556,4.444,0.569,1.0,1.0,0.2451,0.0,,0.0,,
slurm-batch3939-seed7-4345,7,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,3,3,1,0,1,0,1,0.333,0.111,1.0,0.656,0.494,0.393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.556,0.556,4.111,0.51,1.0,0.778,0.2382,0.0,,0.0,,
slurm-batch3939-seed8-4346,8,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,3,3,3,3,0,0,1,0.333,0.211,1.0,0.648,0.624,0.289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.598,0.994,0.778,0.2501,0.0,,0.0,,
slurm-batch3939-seed9-4350,9,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B-Instruct,9,3,3,2,1,1,0,0,0.333,0.167,1.0,0.656,0.597,0.297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.333,0.444,3.778,0.614,1.0,0.889,0.2517,0.0,,0.0,,
slurm-batch3940-seed1-4362,1,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-8B,9,2,2,2,2,0,0,0,0.222,0.067,1.0,0.657,0.5,0.261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.222,0.111,3.333,0.692,0.989,1.0,0.2304,0.0,,0.0,,
slurm-batch3940-seed10-4394,10,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-8B,9,2,2,2,2,0,0,0,0.222,0.067,1.0,0.656,0.513,0.313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.889,0.111,4.0,0.542,0.989,1.0,0.2491,0.0,,0.0,,
slurm-batch3940-seed2-4363,2,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-8B,9,1,1,1,0,1,0,0,0.111,0.022,1.0,0.647,0.52,0.405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.111,0.111,3.222,0.43,0.994,1.0,0.2591,0.0,,0.0,,
slurm-batch3940-seed3-4371,3,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-8B,9,2,2,2,2,0,0,0,0.222,0.139,1.0,0.629,0.545,0.312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.889,0.111,3.0,0.526,0.994,1.0,0.2376,0.0,,0.0,,
slurm-batch3940-seed4-4372,4,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-8B,9,2,2,3,3,0,0,0,0.222,0.044,0.993,0.629,0.457,0.292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.667,0.0,1.667,0.425,0.994,0.889,0.2258,0.0,,0.0,,
